x_dot,y_dot,base_dot
27,0.002090841,B4Conv
28,0.001583224,B4Conv
29,0.00119887,B4Conv
30,0.000907847,B4Conv
31,0.000687492,B4Conv
32,0.000520645,B4Conv
33,0.000394312,B4Conv
34,0.000298657,B4Conv
35,0.000226229,B4Conv
36,0.000171388,B4Conv
37,0.000129864,B4Conv
38,9.84E-05,B4Conv
39,7.46E-05,B4Conv
40,5.66E-05,B4Conv
41,4.29E-05,B4Conv
42,3.26E-05,B4Conv
43,2.48E-05,B4Conv
44,1.89E-05,B4Conv
45,1.44E-05,B4Conv
46,1.10E-05,B4Conv
47,8.41E-06,B4Conv
48,6.46E-06,B4Conv
49,4.98E-06,B4Conv
50,3.87E-06,B4Conv
51,3.02E-06,B4Conv
52,2.38E-06,B4Conv
53,1.90E-06,B4Conv
54,1.53E-06,B4Conv
55,1.25E-06,B4Conv
56,1.04E-06,B4Conv
57,8.82E-07,B4Conv
58,7.62E-07,B4Conv
59,6.70E-07,B4Conv
60,6.01E-07,B4Conv
61,5.49E-07,B4Conv
62,5.09E-07,B4Conv
63,4.79E-07,B4Conv
64,4.57E-07,B4Conv
65,4.39E-07,B4Conv
66,4.26E-07,B4Conv
67,4.16E-07,B4Conv
68,4.09E-07,B4Conv
69,4.03E-07,B4Conv
70,3.99E-07,B4Conv
71,3.96E-07,B4Conv
72,3.93E-07,B4Conv
73,3.91E-07,B4Conv
74,3.90E-07,B4Conv
75,3.89E-07,B4Conv
76,3.88E-07,B4Conv
77,3.88E-07,B4Conv
78,3.87E-07,B4Conv
79,3.87E-07,B4Conv
80,3.86E-07,B4Conv
81,3.86E-07,B4Conv
82,3.86E-07,B4Conv
83,3.86E-07,B4Conv
84,3.86E-07,B4Conv
85,3.86E-07,B4Conv
86,3.86E-07,B4Conv
87,3.86E-07,B4Conv
88,3.86E-07,B4Conv
89,3.86E-07,B4Conv
90,3.86E-07,B4Conv
91,3.86E-07,B4Conv
92,3.86E-07,B4Conv
93,3.86E-07,B4Conv
94,3.86E-07,B4Conv
95,3.86E-07,B4Conv
96,3.86E-07,B4Conv
97,3.86E-07,B4Conv
98,3.86E-07,B4Conv
99,3.86E-07,B4Conv
100,3.86E-07,B4Conv
101,3.86E-07,B4Conv
102,3.86E-07,B4Conv
103,3.86E-07,B4Conv
104,3.86E-07,B4Conv
105,3.86E-07,B4Conv
106,3.86E-07,B4Conv
107,3.86E-07,B4Conv
108,3.86E-07,B4Conv
109,3.86E-07,B4Conv
110,3.86E-07,B4Conv
111,3.86E-07,B4Conv
112,3.86E-07,B4Conv
113,3.86E-07,B4Conv
114,3.86E-07,B4Conv
115,3.86E-07,B4Conv
116,3.86E-07,B4Conv
117,3.86E-07,B4Conv
118,3.86E-07,B4Conv
119,3.86E-07,B4Conv
120,3.86E-07,B4Conv
121,3.86E-07,B4Conv
122,3.86E-07,B4Conv
123,3.86E-07,B4Conv
124,3.86E-07,B4Conv
125,3.86E-07,B4Conv
126,3.86E-07,B4Conv
127,3.86E-07,B4Conv
128,3.86E-07,B4Conv
129,3.86E-07,B4Conv
130,3.86E-07,B4Conv
131,3.86E-07,B4Conv
132,3.86E-07,B4Conv
133,3.86E-07,B4Conv
134,3.86E-07,B4Conv
135,3.86E-07,B4Conv
136,3.86E-07,B4Conv
137,3.86E-07,B4Conv
138,3.86E-07,B4Conv
139,3.86E-07,B4Conv
140,3.86E-07,B4Conv
141,3.86E-07,B4Conv
142,3.86E-07,B4Conv
143,3.86E-07,B4Conv
144,3.86E-07,B4Conv
145,3.86E-07,B4Conv
146,3.86E-07,B4Conv
147,3.86E-07,B4Conv
148,3.86E-07,B4Conv
149,3.86E-07,B4Conv
150,3.86E-07,B4Conv
151,3.86E-07,B4Conv
152,3.86E-07,B4Conv
153,3.86E-07,B4Conv
154,3.86E-07,B4Conv
155,3.86E-07,B4Conv
156,3.86E-07,B4Conv
157,3.86E-07,B4Conv
158,3.86E-07,B4Conv
159,3.86E-07,B4Conv
160,3.86E-07,B4Conv
161,3.86E-07,B4Conv
162,3.86E-07,B4Conv
163,3.86E-07,B4Conv
164,3.86E-07,B4Conv
165,3.86E-07,B4Conv
166,3.86E-07,B4Conv
167,3.86E-07,B4Conv
168,3.86E-07,B4Conv
169,3.86E-07,B4Conv
170,3.86E-07,B4Conv
171,3.86E-07,B4Conv
172,3.86E-07,B4Conv
173,3.86E-07,B4Conv
174,3.86E-07,B4Conv
175,3.86E-07,B4Conv
176,3.86E-07,B4Conv
177,3.86E-07,B4Conv
178,3.86E-07,B4Conv
179,3.86E-07,B4Conv
180,3.86E-07,B4Conv
181,3.86E-07,B4Conv
182,3.86E-07,B4Conv
183,3.86E-07,B4Conv
184,3.86E-07,B4Conv
185,3.86E-07,B4Conv
186,3.86E-07,B4Conv
187,3.86E-07,B4Conv
188,3.86E-07,B4Conv
189,3.86E-07,B4Conv
190,3.86E-07,B4Conv
191,3.86E-07,B4Conv
192,3.86E-07,B4Conv
193,3.86E-07,B4Conv
194,3.86E-07,B4Conv
195,3.86E-07,B4Conv
196,3.86E-07,B4Conv
197,3.86E-07,B4Conv
198,3.86E-07,B4Conv
199,3.86E-07,B4Conv
200,3.86E-07,B4Conv
201,3.86E-07,B4Conv
202,3.86E-07,B4Conv
203,3.86E-07,B4Conv
204,3.86E-07,B4Conv
205,3.86E-07,B4Conv
206,3.86E-07,B4Conv
207,3.86E-07,B4Conv
208,3.86E-07,B4Conv
209,3.86E-07,B4Conv
210,3.86E-07,B4Conv
211,3.86E-07,B4Conv
212,3.86E-07,B4Conv
213,3.86E-07,B4Conv
214,3.86E-07,B4Conv
215,3.86E-07,B4Conv
216,3.86E-07,B4Conv
217,3.86E-07,B4Conv
218,3.86E-07,B4Conv
219,3.86E-07,B4Conv
220,3.86E-07,B4Conv
221,3.86E-07,B4Conv
222,3.86E-07,B4Conv
223,3.86E-07,B4Conv
224,3.86E-07,B4Conv
225,3.86E-07,B4Conv
226,3.86E-07,B4Conv
227,3.86E-07,B4Conv
228,3.86E-07,B4Conv
229,3.86E-07,B4Conv
230,3.86E-07,B4Conv
231,3.86E-07,B4Conv
232,3.86E-07,B4Conv
233,3.86E-07,B4Conv
234,3.86E-07,B4Conv
235,3.86E-07,B4Conv
236,3.86E-07,B4Conv
237,3.86E-07,B4Conv
238,3.86E-07,B4Conv
239,3.86E-07,B4Conv
240,3.86E-07,B4Conv
241,3.86E-07,B4Conv
242,3.86E-07,B4Conv
243,3.86E-07,B4Conv
244,3.86E-07,B4Conv
245,3.86E-07,B4Conv
246,3.86E-07,B4Conv
247,3.86E-07,B4Conv
248,3.86E-07,B4Conv
249,3.86E-07,B4Conv
250,3.86E-07,B4Conv
251,3.86E-07,B4Conv
252,3.86E-07,B4Conv
253,3.86E-07,B4Conv
254,3.86E-07,B4Conv
255,3.86E-07,B4Conv
256,3.86E-07,B4Conv
257,3.86E-07,B4Conv
258,3.86E-07,B4Conv
259,3.86E-07,B4Conv
260,3.86E-07,B4Conv
261,3.86E-07,B4Conv
262,3.86E-07,B4Conv
263,3.86E-07,B4Conv
264,3.86E-07,B4Conv
265,3.86E-07,B4Conv
266,3.86E-07,B4Conv
267,3.86E-07,B4Conv
268,3.86E-07,B4Conv
269,3.86E-07,B4Conv
270,3.86E-07,B4Conv
271,3.86E-07,B4Conv
272,3.86E-07,B4Conv
273,3.86E-07,B4Conv
274,3.86E-07,B4Conv
275,3.86E-07,B4Conv
276,3.86E-07,B4Conv
277,3.86E-07,B4Conv
278,3.86E-07,B4Conv
279,3.86E-07,B4Conv
280,3.86E-07,B4Conv
281,3.86E-07,B4Conv
282,3.86E-07,B4Conv
283,3.86E-07,B4Conv
284,3.86E-07,B4Conv
285,3.86E-07,B4Conv
286,3.86E-07,B4Conv
287,3.86E-07,B4Conv
288,3.86E-07,B4Conv
289,3.86E-07,B4Conv
290,3.86E-07,B4Conv
291,3.86E-07,B4Conv
292,3.86E-07,B4Conv
293,3.86E-07,B4Conv
294,3.86E-07,B4Conv
295,3.86E-07,B4Conv
296,3.86E-07,B4Conv
297,3.86E-07,B4Conv
298,3.86E-07,B4Conv
299,3.86E-07,B4Conv
300,3.86E-07,B4Conv
1,4.196066872,B5Conv
2,3.444692447,B5Conv
3,2.827863905,B5Conv
4,2.321488606,B5Conv
5,1.90578809,B5Conv
6,1.564525551,B5Conv
7,1.284371654,B5Conv
8,1.054383896,B5Conv
9,0.865579209,B5Conv
10,0.71058309,B5Conv
11,0.583341562,B5Conv
12,0.478884711,B5Conv
13,0.393132569,B5Conv
14,0.32273575,B5Conv
15,0.264944634,B5Conv
16,0.217501962,B5Conv
17,0.178554678,B5Conv
18,0.146581541,B5Conv
19,0.120333718,B5Conv
20,0.098785997,B5Conv
21,0.081096748,B5Conv
22,0.066575049,B5Conv
23,0.054653697,B5Conv
24,0.044867059,B5Conv
25,0.036832878,B5Conv
26,0.030237348,B5Conv
27,0.024822857,B5Conv
28,0.020377918,B5Conv
29,0.016728918,B5Conv
30,0.013733332,B5Conv
31,0.011274154,B5Conv
32,0.009255333,B5Conv
33,0.007598014,B5Conv
34,0.006237465,B5Conv
35,0.005120545,B5Conv
36,0.004203628,B5Conv
37,0.0034509,B5Conv
38,0.00283296,B5Conv
39,0.002325672,B5Conv
40,0.001909222,B5Conv
41,0.001567345,B5Conv
42,0.001286686,B5Conv
43,0.001056284,B5Conv
44,0.000867139,B5Conv
45,0.000711864,B5Conv
46,0.000584393,B5Conv
47,0.000479748,B5Conv
48,0.000393841,B5Conv
49,0.000323318,B5Conv
50,0.000265422,B5Conv
51,0.000217894,B5Conv
52,0.000178877,B5Conv
53,0.000146846,B5Conv
54,0.000120551,B5Conv
55,9.90E-05,B5Conv
56,8.12E-05,B5Conv
57,6.67E-05,B5Conv
58,5.48E-05,B5Conv
59,4.49E-05,B5Conv
60,3.69E-05,B5Conv
61,3.03E-05,B5Conv
62,2.49E-05,B5Conv
63,2.04E-05,B5Conv
64,1.68E-05,B5Conv
65,1.38E-05,B5Conv
66,1.13E-05,B5Conv
67,9.27E-06,B5Conv
68,7.61E-06,B5Conv
69,6.25E-06,B5Conv
70,5.13E-06,B5Conv
71,4.21E-06,B5Conv
72,3.46E-06,B5Conv
73,2.84E-06,B5Conv
74,2.33E-06,B5Conv
75,1.91E-06,B5Conv
76,1.57E-06,B5Conv
77,1.29E-06,B5Conv
78,1.06E-06,B5Conv
79,8.69E-07,B5Conv
80,7.14E-07,B5Conv
81,5.86E-07,B5Conv
82,4.81E-07,B5Conv
83,3.95E-07,B5Conv
84,3.24E-07,B5Conv
85,2.66E-07,B5Conv
86,2.19E-07,B5Conv
87,1.80E-07,B5Conv
88,1.48E-07,B5Conv
89,1.21E-07,B5Conv
90,9.96E-08,B5Conv
91,8.18E-08,B5Conv
92,6.73E-08,B5Conv
93,5.53E-08,B5Conv
94,4.55E-08,B5Conv
95,3.74E-08,B5Conv
96,3.08E-08,B5Conv
97,2.54E-08,B5Conv
98,2.09E-08,B5Conv
99,1.72E-08,B5Conv
100,1.42E-08,B5Conv
101,1.18E-08,B5Conv
102,9.74E-09,B5Conv
103,8.07E-09,B5Conv
104,6.71E-09,B5Conv
105,5.59E-09,B5Conv
106,4.67E-09,B5Conv
107,3.91E-09,B5Conv
108,3.29E-09,B5Conv
109,2.78E-09,B5Conv
110,2.36E-09,B5Conv
111,2.02E-09,B5Conv
112,1.74E-09,B5Conv
113,1.51E-09,B5Conv
114,1.32E-09,B5Conv
115,1.16E-09,B5Conv
116,1.04E-09,B5Conv
117,9.30E-10,B5Conv
118,8.44E-10,B5Conv
119,7.73E-10,B5Conv
120,7.15E-10,B5Conv
121,6.67E-10,B5Conv
122,6.28E-10,B5Conv
123,5.96E-10,B5Conv
124,5.70E-10,B5Conv
125,5.48E-10,B5Conv
126,5.30E-10,B5Conv
127,5.16E-10,B5Conv
128,5.04E-10,B5Conv
129,4.94E-10,B5Conv
130,4.86E-10,B5Conv
131,4.79E-10,B5Conv
132,4.74E-10,B5Conv
133,4.69E-10,B5Conv
134,4.66E-10,B5Conv
135,4.63E-10,B5Conv
136,4.60E-10,B5Conv
137,4.58E-10,B5Conv
138,4.56E-10,B5Conv
139,4.55E-10,B5Conv
140,4.54E-10,B5Conv
141,4.53E-10,B5Conv
142,4.52E-10,B5Conv
143,4.52E-10,B5Conv
144,4.51E-10,B5Conv
145,4.51E-10,B5Conv
146,4.50E-10,B5Conv
147,4.50E-10,B5Conv
148,4.50E-10,B5Conv
149,4.50E-10,B5Conv
150,4.49E-10,B5Conv
151,4.49E-10,B5Conv
152,4.49E-10,B5Conv
153,4.49E-10,B5Conv
154,4.49E-10,B5Conv
155,4.49E-10,B5Conv
156,4.49E-10,B5Conv
157,4.49E-10,B5Conv
158,4.49E-10,B5Conv
159,4.49E-10,B5Conv
160,4.49E-10,B5Conv
161,4.49E-10,B5Conv
162,4.49E-10,B5Conv
163,4.49E-10,B5Conv
164,4.49E-10,B5Conv
165,4.49E-10,B5Conv
166,4.49E-10,B5Conv
167,4.49E-10,B5Conv
168,4.49E-10,B5Conv
169,4.49E-10,B5Conv
170,4.49E-10,B5Conv
171,4.49E-10,B5Conv
172,4.49E-10,B5Conv
173,4.49E-10,B5Conv
174,4.49E-10,B5Conv
175,4.49E-10,B5Conv
176,4.49E-10,B5Conv
177,4.49E-10,B5Conv
178,4.49E-10,B5Conv
179,4.49E-10,B5Conv
180,4.49E-10,B5Conv
181,4.49E-10,B5Conv
182,4.49E-10,B5Conv
183,4.49E-10,B5Conv
184,4.49E-10,B5Conv
185,4.49E-10,B5Conv
186,4.49E-10,B5Conv
187,4.49E-10,B5Conv
188,4.49E-10,B5Conv
189,4.49E-10,B5Conv
190,4.49E-10,B5Conv
191,4.49E-10,B5Conv
192,4.49E-10,B5Conv
193,4.49E-10,B5Conv
194,4.49E-10,B5Conv
195,4.49E-10,B5Conv
196,4.49E-10,B5Conv
197,4.49E-10,B5Conv
198,4.49E-10,B5Conv
199,4.49E-10,B5Conv
200,4.49E-10,B5Conv
201,4.49E-10,B5Conv
202,4.49E-10,B5Conv
203,4.49E-10,B5Conv
204,4.49E-10,B5Conv
205,4.49E-10,B5Conv
206,4.49E-10,B5Conv
207,4.49E-10,B5Conv
208,4.49E-10,B5Conv
209,4.49E-10,B5Conv
210,4.49E-10,B5Conv
211,4.49E-10,B5Conv
212,4.49E-10,B5Conv
213,4.49E-10,B5Conv
214,4.49E-10,B5Conv
215,4.49E-10,B5Conv
216,4.49E-10,B5Conv
217,4.49E-10,B5Conv
218,4.49E-10,B5Conv
219,4.49E-10,B5Conv
220,4.49E-10,B5Conv
221,4.49E-10,B5Conv
222,4.49E-10,B5Conv
223,4.49E-10,B5Conv
224,4.49E-10,B5Conv
225,4.49E-10,B5Conv
226,4.49E-10,B5Conv
227,4.49E-10,B5Conv
228,4.49E-10,B5Conv
229,4.49E-10,B5Conv
230,4.49E-10,B5Conv
231,4.49E-10,B5Conv
232,4.49E-10,B5Conv
233,4.49E-10,B5Conv
234,4.49E-10,B5Conv
235,4.49E-10,B5Conv
236,4.49E-10,B5Conv
237,4.49E-10,B5Conv
238,4.49E-10,B5Conv
239,4.49E-10,B5Conv
240,4.49E-10,B5Conv
241,4.49E-10,B5Conv
242,4.49E-10,B5Conv
243,4.49E-10,B5Conv
244,4.49E-10,B5Conv
245,4.49E-10,B5Conv
246,4.49E-10,B5Conv
247,4.49E-10,B5Conv
248,4.49E-10,B5Conv
249,4.49E-10,B5Conv
250,4.49E-10,B5Conv
251,4.49E-10,B5Conv
252,4.49E-10,B5Conv
253,4.49E-10,B5Conv
254,4.49E-10,B5Conv
255,4.49E-10,B5Conv
256,4.49E-10,B5Conv
257,4.49E-10,B5Conv
258,4.49E-10,B5Conv
259,4.49E-10,B5Conv
260,4.49E-10,B5Conv
261,4.49E-10,B5Conv
262,4.49E-10,B5Conv
263,4.49E-10,B5Conv
264,4.49E-10,B5Conv
265,4.49E-10,B5Conv
266,4.49E-10,B5Conv
267,4.49E-10,B5Conv
268,4.49E-10,B5Conv
269,4.49E-10,B5Conv
270,4.49E-10,B5Conv
271,4.49E-10,B5Conv
272,4.49E-10,B5Conv
273,4.49E-10,B5Conv
274,4.49E-10,B5Conv
275,4.49E-10,B5Conv
276,4.49E-10,B5Conv
277,4.49E-10,B5Conv
278,4.49E-10,B5Conv
279,4.49E-10,B5Conv
280,4.49E-10,B5Conv
281,4.49E-10,B5Conv
282,4.49E-10,B5Conv
283,4.49E-10,B5Conv
284,4.49E-10,B5Conv
285,4.49E-10,B5Conv
286,4.49E-10,B5Conv
287,4.49E-10,B5Conv
288,4.49E-10,B5Conv
289,4.49E-10,B5Conv
290,4.49E-10,B5Conv
291,4.49E-10,B5Conv
292,4.49E-10,B5Conv
293,4.49E-10,B5Conv
294,4.49E-10,B5Conv
295,4.49E-10,B5Conv
296,4.49E-10,B5Conv
297,4.49E-10,B5Conv
298,4.49E-10,B5Conv
299,4.49E-10,B5Conv
300,4.49E-10,B5Conv
